,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Newark,40,US,1533840960,46,40.74,-74.17,89.6,12.75
376,Fatsa,100,TR,1533842299,96,41.03,37.5,63.27,1.7
377,Vila Franca do Campo,20,PT,1533841200,73,37.72,-25.43,71.6,5.82
378,Hervey Bay,0,AU,1533842172,100,-25.3,152.85,60.75,8.52
379,Adrar,40,DZ,1533841200,18,27.87,-0.29,102.2,11.41
380,Cherskiy,0,RU,1533842275,85,68.75,161.3,37.08,2.93
381,Palmer,75,US,1533840960,93,61.6,-149.11,60.8,2.15
382,Rodrigues Alves,75,BR,1533837600,55,-7.74,-72.65,89.6,8.05
383,Kudahuvadhoo,32,MV,1533842319,98,2.67,72.89,84.33,9.19
384,Portland,90,US,1533840960,44,45.52,-122.67,82.4,4.7
385,Ancona,1,US,1533839700,58,41.04,-88.87,91.4,5.82
386,La Baule-Escoublac,0,FR,1533841200,63,47.28,-2.4,64.4,12.75
387,Mehran,0,IR,1533837600,34,33.12,46.17,80.6,2.24
388,Srednekolymsk,0,RU,1533842320,90,67.46,153.71,43.38,5.06
389,Baghdad,0,IQ,1533837600,18,33.3,44.38,100.4,9.17
390,Sindi,48,EE,1533842320,58,58.41,24.66,77.67,8.75
391,Abha,20,SA,1533837600,83,18.22,42.5,73.4,6.93
392,Tapiramuta,0,BR,1533842321,53,-11.85,-40.79,82.35,8.08
393,Aborlan,90,PH,1533837600,88,9.44,118.55,78.8,1.12
394,Allanridge,92,ZA,1533842324,53,-27.75,26.64,53.82,12.66
395,Marsa Matruh,0,EG,1533837600,74,31.35,27.25,82.4,4.7
396,Severo-Kurilsk,44,RU,1533842282,100,50.68,156.12,49.5,3.38
397,Hailar,0,CN,1533842185,85,49.2,119.7,55.35,2.93
398,Porto Seguro,40,BR,1533841200,69,-16.44,-39.06,78.8,13.87
399,Venancio Aires,92,BR,1533842324,95,-29.61,-52.19,48.42,9.08
400,Marawi,56,PH,1533842324,100,8.0,124.29,65.25,2.59
401,Geraldton,40,CA,1533841200,61,49.72,-86.95,77.0,5.82
402,Polewali,88,ID,1533842325,81,-4.03,119.8,78.39,8.97
403,Solhan,32,TR,1533842325,42,38.97,41.05,71.46,4.61
404,Aden,80,YE,1533842325,73,12.79,45.03,87.12,24.29
405,Hvide Sande,75,DK,1533841260,93,56.01,8.13,71.6,6.93
406,Tongchuan,0,CN,1533837600,65,34.9,108.95,80.6,6.71
407,Allapalli,64,IN,1533842325,95,19.43,80.06,74.7,9.98
408,Gat,40,SN,1533841200,66,14.69,-16.54,86.0,6.93
409,Phalodi,56,IN,1533842326,96,27.13,72.36,79.83,7.63
410,Saint-Pierre,75,FR,1533841200,87,48.95,4.24,62.6,11.41
411,Eureka,90,US,1533840900,87,40.8,-124.16,60.8,8.05
412,Sar-e Pul,0,AF,1533842327,69,36.22,65.93,61.56,0.36
413,Sinnamary,0,GF,1533842327,85,5.38,-52.96,84.6,11.65
414,Puerto Carreno,40,CO,1533837600,74,6.19,-67.49,84.2,3.36
415,Amapa,75,HN,1533841200,79,15.09,-87.97,89.6,4.7
416,Tchollire,8,CM,1533842328,90,8.4,14.17,75.15,4.61
417,Te Anau,24,NZ,1533842237,100,-45.41,167.72,26.91,2.37
418,Sao Filipe,36,CV,1533842267,96,14.9,-24.5,78.84,5.5
419,Caravelas,0,BR,1533842328,100,-17.73,-39.27,77.13,11.43
420,Srandakan,92,ID,1533842328,91,-7.94,110.25,71.46,2.48
421,Noyabrsk,92,RU,1533842329,70,63.2,75.45,55.98,10.76
422,Padang,24,ID,1533842329,100,-0.92,100.36,82.62,6.62
423,Mayo,90,CA,1533837600,87,63.59,-135.9,50.0,10.29
424,Kahului,40,US,1533841800,94,20.89,-156.47,80.6,11.41
425,Ulladulla,0,AU,1533837600,70,-35.36,150.48,46.4,10.29
426,Skjervoy,75,NO,1533838800,93,70.03,20.97,55.4,9.17
427,Jacareacanga,20,BR,1533837600,66,-6.22,-57.76,89.6,2.24
428,Comodoro Rivadavia,0,AR,1533837600,53,-45.87,-67.48,51.8,4.7
429,Batemans Bay,0,AU,1533842330,100,-35.71,150.18,40.5,5.17
430,Pevek,8,RU,1533842264,100,69.7,170.27,34.65,6.51
431,Kochki,20,RU,1533842330,56,54.33,80.49,68.13,10.65
432,Humaita,0,AR,1533837600,31,-24.93,-65.37,66.2,3.36
433,Nome,40,US,1533841200,70,30.04,-94.42,93.2,10.29
434,Surt,0,LY,1533842328,91,31.21,16.59,80.64,9.19
435,Umm Kaddadah,56,SD,1533842325,60,13.6,26.69,79.47,10.54
436,Saint-Joseph,0,FR,1533841200,94,43.56,6.97,73.4,2.24
437,Naze,75,NG,1533841200,94,5.43,7.07,75.2,2.24
438,Krasnyy Chikoy,92,RU,1533842334,100,50.36,108.75,54.18,2.04
439,Voh,92,NC,1533842334,100,-20.95,164.69,69.57,12.55
440,Lerwick,80,GB,1533840600,67,60.15,-1.15,57.2,16.11
441,Darab,0,IR,1533842335,33,28.75,54.55,67.23,2.48
442,Myanaung,76,MM,1533842335,95,18.28,95.32,76.68,6.06
443,Apricena,0,IT,1533840900,100,41.78,15.44,78.8,8.05
444,Ejea de los Caballeros,20,ES,1533841200,43,42.13,-1.14,73.4,14.99
445,Baiyin,75,CN,1533837600,93,36.55,104.13,62.6,4.47
446,Beyneu,100,KZ,1533842336,73,45.32,55.19,70.38,12.44
447,Cerkezkoy,0,TR,1533840600,73,41.28,28.0,71.6,12.75
448,Ust-Omchug,20,RU,1533842336,76,61.13,149.63,38.07,2.37
449,Port Blair,76,IN,1533842336,100,11.67,92.75,79.65,19.71
450,Dunedin,0,NZ,1533842255,89,-45.87,170.5,35.1,5.06
451,Ramkola,76,IN,1533842336,88,26.91,83.83,81.09,5.39
452,Daoukro,48,CI,1533842337,91,7.06,-3.97,76.05,3.49
453,Umm Lajj,24,SA,1533842337,89,25.02,37.27,84.78,3.04
454,Papara,0,BR,1533841200,69,-3.98,-38.73,82.4,18.34
455,General Pico,0,AR,1533842337,55,-35.66,-63.75,53.01,7.63
456,Thinadhoo,80,MV,1533842337,100,0.53,72.93,83.52,4.72
457,Westport,75,IE,1533839400,71,53.8,-9.52,55.4,12.75
458,Ugoofaaru,64,MV,1533842337,94,5.67,73.0,84.6,12.1
459,Hasaki,75,JP,1533839400,88,35.73,140.83,80.6,8.05
460,Enid,5,US,1533840420,41,36.4,-97.88,93.2,4.7
461,Merauke,0,ID,1533842338,97,-8.49,140.4,73.71,15.23
462,Muroto,64,JP,1533842331,100,33.37,134.14,79.38,3.71
463,Bud,20,NO,1533840600,77,62.91,6.91,60.8,5.82
464,Diego de Almagro,0,CL,1533842338,71,-26.39,-70.05,71.73,2.59
465,Pisco,20,PE,1533837600,72,-13.71,-76.2,66.2,11.41
466,Jevargi,68,IN,1533842338,79,17.02,76.77,75.96,15.46
467,Khasan,92,RU,1533842339,100,42.43,130.64,68.13,4.5
468,Akdepe,0,TM,1533839400,37,42.05,59.39,86.0,7.4
469,Astara,75,AZ,1533841200,83,38.42,48.87,78.8,2.37
470,Pangnirtung,90,CA,1533841200,66,66.15,-65.72,55.4,24.16
471,Lakes Entrance,0,AU,1533842340,94,-37.88,147.99,46.44,7.63
472,Umea,0,SE,1533840600,93,63.83,20.26,64.4,2.24
473,Rosarito,75,CO,1533837600,38,4.91,-75.23,89.6,6.93
474,Dakar,75,SN,1533841200,74,14.69,-17.45,82.4,9.17
475,Bilibino,0,RU,1533842340,80,68.06,166.44,34.92,2.48
476,Yatou,75,CM,1533837600,94,3.63,9.81,77.0,2.24
477,Peace River,75,CA,1533841200,60,56.23,-117.29,73.4,9.17
478,Los Llanos de Aridane,75,ES,1533841200,57,28.66,-17.92,77.0,18.34
479,Modasa,80,IN,1533842340,97,23.47,73.3,75.96,6.51
480,Juxtlahuaca,0,MX,1533842344,62,17.43,-99.15,77.94,1.7
481,Nemuro,100,JP,1533842344,100,43.32,145.57,60.21,20.27
